file,line,class,call_context,text
alrajhi_client/views/modern_topbar.py,59,possible_ui_or_message,,"Build the utility strip below the ERP navigation menu.\n\n        Phase 46 moves ERP navigation to the native QMenuBar and keeps this\n        widget focused on global search, notifications, theme and user identity.\n        "
alrajhi_client/views/modern_topbar.py,114,possible_ui_or_message,,"Backward-compatible no-op navigation hook.\n\n        ERP navigation now lives in MainWindow.setup_menus(). Older code may\n        still call this method, so it returns a lightweight action-less button\n        object without adding visual duplication to the utility strip.\n        "
alrajhi_client/views/modern_topbar.py,146,other_literal,,👤 
alrajhi_client/views/modern_topbar.py,148,other_literal,, · 
alrajhi_client/views/modern_topbar.py,167,possible_ui_or_message,,"Apply theme-aware styling to the top navigation shell.\n\n        This bar used to hard-code dark colors, so it stayed dark even when the\n        global light theme was active. We now read all colors from ThemeManager\n        and keep only the red notification badge as a semantic status color.\n        "
alrajhi_client/views/modern_topbar.py,190,possible_ui_or_message,setStyleSheet,\n            #ModernTopBar {\n                background-color: 
alrajhi_client/views/modern_topbar.py,192,possible_ui_or_message,setStyleSheet,;\n                border-bottom: 1px solid 
alrajhi_client/views/modern_topbar.py,193,possible_ui_or_message,setStyleSheet,;\n            }\n            #ShellUtilityFrame {\n                background-color: 
alrajhi_client/views/modern_topbar.py,196,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/views/modern_topbar.py,197,possible_ui_or_message,setStyleSheet,;\n                border-radius: 14px;\n            }\n            #ShellNavFrame {\n                background-color: 
alrajhi_client/views/modern_topbar.py,201,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/views/modern_topbar.py,202,possible_ui_or_message,setStyleSheet,";\n                border-radius: 14px;\n                padding: 2px;\n            }\n            #ShellNavScroll, #ShellNavContent {\n                background-color: transparent;\n            }\n            QScrollBar:horizontal {\n                height: 6px;\n                background: transparent;\n            }\n            QScrollBar::handle:horizontal {\n                background: "
alrajhi_client/views/modern_topbar.py,214,possible_ui_or_message,setStyleSheet,;\n                border-radius: 3px;\n            }\n            #ShellPageTitle {\n                color: 
alrajhi_client/views/modern_topbar.py,218,possible_ui_or_message,setStyleSheet,;\n                font-size: 20px;\n                font-weight: 800;\n            }\n            #ShellBreadcrumb {\n                color: 
alrajhi_client/views/modern_topbar.py,223,possible_ui_or_message,setStyleSheet,;\n                font-size: 13px;\n            }\n            #ShellUserLabel {\n                color: 
alrajhi_client/views/modern_topbar.py,227,possible_ui_or_message,setStyleSheet,;\n                background-color: 
alrajhi_client/views/modern_topbar.py,228,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/views/modern_topbar.py,229,possible_ui_or_message,setStyleSheet,";\n                border-radius: 14px;\n                padding: 5px 10px;\n                font-weight: bold;\n                font-size: 11px;\n            }\n            #ShellIconButton, #ShellMoreButton {\n                background-color: "
alrajhi_client/views/modern_topbar.py,236,possible_ui_or_message,setStyleSheet,;\n                color: 
alrajhi_client/views/modern_topbar.py,237,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/views/modern_topbar.py,238,possible_ui_or_message,setStyleSheet,";\n                border-radius: 14px;\n                padding: 6px;\n            }\n            #ShellIconButton:hover, #ShellMoreButton:hover {\n                background-color: "
alrajhi_client/views/modern_topbar.py,243,possible_ui_or_message,setStyleSheet,;\n                border-color: 
alrajhi_client/views/modern_topbar.py,244,possible_ui_or_message,setStyleSheet,;\n                color: 
alrajhi_client/views/modern_topbar.py,245,possible_ui_or_message,setStyleSheet,;\n            }\n            #GlobalSearchBox {\n                background-color: 
alrajhi_client/views/modern_topbar.py,248,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/views/modern_topbar.py,249,possible_ui_or_message,setStyleSheet,;\n                border-radius: 16px;\n                padding: 7px 12px;\n                color: 
alrajhi_client/views/modern_topbar.py,252,possible_ui_or_message,setStyleSheet,;\n                selection-background-color: 
alrajhi_client/views/modern_topbar.py,253,possible_ui_or_message,setStyleSheet,;\n            }\n            #GlobalSearchBox:focus { border: 1px solid 
alrajhi_client/views/modern_topbar.py,255,possible_ui_or_message,setStyleSheet,"; }\n            #TopBarButton, QToolButton#TopBarButton {\n                background-color: transparent;\n                border: none;\n                border-radius: 10px;\n                color: "
alrajhi_client/views/modern_topbar.py,260,possible_ui_or_message,setStyleSheet,";\n                font-weight: bold;\n                font-size: 13px;\n                padding: 0 12px;\n            }\n            #TopBarButton:hover, QToolButton#TopBarButton:hover {\n                background-color: "
alrajhi_client/views/modern_topbar.py,266,possible_ui_or_message,setStyleSheet,;\n                color: 
alrajhi_client/views/modern_topbar.py,267,possible_ui_or_message,setStyleSheet,";\n            }\n            #TopBarButton[active=""true""], QToolButton#TopBarButton[active=""true""] {\n                background-color: "
alrajhi_client/views/modern_topbar.py,270,possible_ui_or_message,setStyleSheet,;\n                color: white;\n            }\n            QToolButton::menu-indicator { image: none; }\n            QMenu {\n                background-color: 
alrajhi_client/views/modern_topbar.py,275,possible_ui_or_message,setStyleSheet,;\n                color: 
alrajhi_client/views/modern_topbar.py,276,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/views/modern_topbar.py,277,possible_ui_or_message,setStyleSheet,;\n                border-radius: 8px;\n                padding: 4px;\n            }\n            QMenu::item { padding: 7px 32px 7px 22px; border-radius: 5px; }\n            QMenu::item:selected { background-color: 
alrajhi_client/views/modern_topbar.py,282,possible_ui_or_message,setStyleSheet,; color: white; }\n        
alrajhi_client/views/splash_screen.py,11,possible_ui_or_message,,Startup splash with explicit boot-step status and error state.
alrajhi_client/views/splash_screen.py,38,possible_ui_or_message,setStyleSheet,font-size: 32px; font-weight: 900; color: white;
alrajhi_client/views/splash_screen.py,43,possible_ui_or_message,setStyleSheet,"font-size: 14px; color: rgba(255,255,255,0.86);"
alrajhi_client/views/splash_screen.py,50,arabic_literal,,قاعدة البيانات
alrajhi_client/views/splash_screen.py,50,arabic_literal,,الترخيص
alrajhi_client/views/splash_screen.py,50,arabic_literal,,تسجيل الدخول
alrajhi_client/views/splash_screen.py,50,arabic_literal,,الواجهة
alrajhi_client/views/splash_screen.py,53,possible_ui_or_message,setStyleSheet,"background-color: rgba(255,255,255,0.16); color: white; border-radius: 12px; padding: 5px 10px; font-size: 11px;"
alrajhi_client/views/splash_screen.py,58,likely_ui,QLabel,تهيئة بدء التشغيل
alrajhi_client/views/splash_screen.py,60,possible_ui_or_message,setStyleSheet,font-size: 13px; font-weight: bold; color: white;
alrajhi_client/views/splash_screen.py,66,other_literal,setFormat,%p%
alrajhi_client/views/splash_screen.py,68,possible_ui_or_message,setStyleSheet,"\n            QProgressBar {\n                border: none;\n                background-color: rgba(255,255,255,0.22);\n                border-radius: 6px;\n                min-height: 12px;\n                text-align: center;\n                color: white;\n                font-size: 10px;\n            }\n            QProgressBar::chunk { background-color: white; border-radius: 6px; }\n        "
alrajhi_client/views/splash_screen.py,82,likely_ui,QLabel,جاري تهيئة النظام...
alrajhi_client/views/splash_screen.py,85,possible_ui_or_message,setStyleSheet,"color: rgba(255,255,255,0.78); font-size: 12px;"
alrajhi_client/views/splash_screen.py,88,likely_ui,QLabel,الرجاء عدم إغلاق التطبيق أثناء التحميل
alrajhi_client/views/splash_screen.py,91,possible_ui_or_message,setStyleSheet,"color: rgba(255,255,255,0.62); font-size: 11px;"
alrajhi_client/views/splash_screen.py,118,possible_ui_or_message,setStyleSheet,background-color: white; color: #4f46e5; border-radius: 12px; padding: 5px 10px; font-size: 11px; font-weight: bold;
alrajhi_client/views/splash_screen.py,120,possible_ui_or_message,setStyleSheet,"background-color: rgba(255,255,255,0.16); color: white; border-radius: 12px; padding: 5px 10px; font-size: 11px;"
alrajhi_client/views/splash_screen.py,126,possible_ui_or_message,setStyleSheet,"\n            QProgressBar { border: none; background-color: rgba(255,255,255,0.22); border-radius: 6px; min-height: 12px; text-align: center; color: white; }\n            QProgressBar::chunk { background-color: #ef4444; border-radius: 6px; }\n        "
alrajhi_client/views/splash_screen.py,131,likely_ui,setText,تعذر إكمال التشغيل
alrajhi_client/views/splash_screen.py,133,likely_ui,setText,راجع الرسالة ثم أعد المحاولة.
alrajhi_client/core/compat.py,2,possible_ui_or_message,,"\nCompatibility helpers for DAO/Repository return contracts.\n\nSome legacy widgets expect a plain list[dict], while paginated widgets expect\n(list[dict], total). These helpers centralize normalization so dialogs do not\nbreak when a DAO returns tuple/dict/list shapes.\n"
alrajhi_client/core/compat.py,13,possible_ui_or_message,,Return a clean list of dictionaries from tuple/dict/list DAO results.
alrajhi_client/core/compat.py,31,possible_ui_or_message,,"Return (records, total) from any supported DAO result shape."
alrajhi_client/core/server_control.py,2,possible_ui_or_message,,"Utilities for controlling the optional embedded Alrajhi server.\n\nThe desktop client must not restart itself repeatedly just because the saved\nnetwork mode is ""server"".  These helpers keep server lifecycle explicit:\nsettings decide whether the server should auto-start, while the settings screen\ncan start/stop it manually.\n"
alrajhi_client/core/server_control.py,48,possible_ui_or_message,,Normalize server address entered by the user.\n\n    Accepts all common forms:\n      - 10.98.199.132 + 8000\n      - 10.98.199.132:8000\n      - http://10.98.199.132:8000\n      - http://10.98.199.132/health\n      - http://10.98.199.132:8000/api/routes\n\n    Returns a clean base URL like: http://10.98.199.132:8000\n    
alrajhi_client/core/server_control.py,86,other_literal,startswith,[
alrajhi_client/core/server_control.py,86,other_literal,,[
alrajhi_client/core/server_control.py,86,other_literal,,]
alrajhi_client/core/server_control.py,93,possible_ui_or_message,,"Return detailed connectivity diagnostics instead of a bare True/False.\n\n    The function is intentionally authentication-free: it probes only public\n    endpoints (/health and /api/routes), so it can be used before login, from the\n    network settings dialog, and during troubleshooting.  Authenticated database\n    diagnostics are handled separately through RestClient.debug_status().\n    "
alrajhi_client/core/server_control.py,116,arabic_literal,,الخادم أجاب لكن /health أعاد الحالة 
alrajhi_client/core/server_control.py,120,arabic_literal,,الخادم أجاب على /health لكن الرد ليس JSON صالحاً.
alrajhi_client/core/server_control.py,123,arabic_literal,,الخادم أجاب لكن الحالة ليست alive: 
alrajhi_client/core/server_control.py,125,arabic_literal,,الخادم يعمل ويجيب على /health.
alrajhi_client/core/server_control.py,133,arabic_literal,,الخادم يعمل، لكن مسار /api/routes غير متاح. هذا يعني غالباً أن نسخة الخادم أقدم من العميل أو أن عنوان العميل يشير إلى خادم آخر.
alrajhi_client/core/server_control.py,139,arabic_literal,,مسار /api/routes أجاب لكن الرد ليس JSON صالحاً.
alrajhi_client/core/server_control.py,144,other_literal,replace,<path:key>
alrajhi_client/core/server_control.py,144,other_literal,replace,<key>
alrajhi_client/core/server_control.py,148,arabic_literal,,الخادم يعمل لكن توجد مسارات API ناقصة: 
alrajhi_client/core/server_control.py,148,other_literal,join,", "
alrajhi_client/core/server_control.py,149,arabic_literal,,الاتصال ناجح والخادم متوافق مع هذه النسخة.
alrajhi_client/core/server_control.py,151,arabic_literal,,انتهت مهلة الاتصال بالخادم: 
alrajhi_client/core/server_control.py,153,arabic_literal,,تعذر فتح اتصال بالخادم: 
alrajhi_client/core/server_control.py,155,arabic_literal,,فشل اختبار الاتصال: 
alrajhi_client/core/server_control.py,180,other_literal,,/api/settings/<key>
alrajhi_client/core/server_control.py,182,other_literal,,/api/items/<int:item_id>
alrajhi_client/core/server_control.py,222,possible_ui_or_message,check_output,PID eq 
alrajhi_client/core/server_control.py,243,possible_ui_or_message,,"Return (db_path, backup_dir) for the server-side SQLite data.\n\n    This is safe in source mode and PyInstaller builds.  It must never point to\n    Program Files or _internal for writable data.\n    "
alrajhi_client/core/server_control.py,271,possible_ui_or_message,,Return safe server status information for the settings UI.
alrajhi_client/core/server_control.py,312,arabic_literal,,تم فتح مجلد بيانات الخادم:\n
alrajhi_client/core/server_control.py,314,arabic_literal,,تعذر فتح مجلد البيانات:\n
alrajhi_client/core/server_control.py,321,arabic_literal,,لا توجد قاعدة بيانات للخادم في المسار:\n
alrajhi_client/core/server_control.py,322,other_literal,strftime,%Y%m%d_%H%M%S
alrajhi_client/core/server_control.py,334,arabic_literal,,تم إنشاء نسخة احتياطية لقاعدة الخادم:\n
alrajhi_client/core/server_control.py,338,arabic_literal,,تم نسخ قاعدة الخادم احتياطياً بطريقة مباشرة:\n
alrajhi_client/core/server_control.py,340,arabic_literal,,فشل النسخ الاحتياطي لقاعدة الخادم:\n
alrajhi_client/core/server_control.py,356,arabic_literal,,الخادم يعمل على المنفذ 
alrajhi_client/core/server_control.py,358,arabic_literal,,المنفذ 
alrajhi_client/core/server_control.py,358,arabic_literal,, مشغول بخدمة أخرى أو خادم يعمل مسبقاً.
alrajhi_client/core/server_control.py,361,arabic_literal,,الخادم متوقف على المنفذ 
alrajhi_client/core/server_control.py,365,possible_ui_or_message,,"Start the embedded server once.\n\n    Returns (success, message). It never opens another GUI client; the child is\n    launched with --server and ALRAJHI_SERVER_CHILD=1.\n    "
alrajhi_client/core/server_control.py,375,arabic_literal,,الخادم يعمل مسبقاً على المنفذ 
alrajhi_client/core/server_control.py,376,arabic_literal,,المنفذ 
alrajhi_client/core/server_control.py,376,arabic_literal,, مشغول ولا يمكن تشغيل الخادم عليه.
alrajhi_client/core/server_control.py,402,arabic_literal,,فشل تشغيل الخادم: 
alrajhi_client/core/server_control.py,407,arabic_literal,,تم تشغيل الخادم على المنفذ 
alrajhi_client/core/server_control.py,409,arabic_literal,,تم طلب تشغيل الخادم لكن لم يستجب خلال 
alrajhi_client/core/server_control.py,409,arabic_literal,, ثوانٍ.
alrajhi_client/core/server_control.py,417,arabic_literal,,الخادم أو خدمة أخرى تعمل على المنفذ، لكن لا يوجد PID محفوظ لإيقافه بأمان.
alrajhi_client/core/server_control.py,418,arabic_literal,,الخادم متوقف بالفعل.
alrajhi_client/core/server_control.py,422,arabic_literal,,الخادم متوقف بالفعل.
alrajhi_client/core/server_control.py,433,arabic_literal,,تم إيقاف الخادم.
alrajhi_client/core/server_control.py,435,arabic_literal,,فشل إيقاف الخادم: 
alrajhi_client/core/app_paths.py,2,possible_ui_or_message,,"Writable runtime paths for the desktop application.\n\nNever write user data, databases, templates, logs, or license files inside the\ninstallation directory (for example Program Files or PyInstaller _internal).\nThose locations are read-only for normal Windows users.  All mutable data goes\nunder the current user's application-data directory.\n"
alrajhi_client/core/app_paths.py,28,possible_ui_or_message,,Return a writable per-user directory for all runtime data.
alrajhi_client/core/app_paths.py,41,possible_ui_or_message,,Old path used by earlier builds; useful for DB compatibility.
alrajhi_client/core/app_paths.py,84,possible_ui_or_message,,"Read-only bundled resource path, safe for PyInstaller onefile/onedir."
alrajhi_client/core/app_paths.py,90,possible_ui_or_message,,"Keep DB compatible with older/server code, but never under Program Files."
alrajhi_client/core/inventory_ledger_policy.py,2,possible_ui_or_message,,"Inventory ledger shadow-posting policy.\n\nPhase 23 keeps this deliberately small: it derives ledger direction from the\nsigned quantity and a few known movement-type names, then stores positive\nquantities in the append-only inventory_ledger table. It does not replace the\nlegacy stock balance tables yet.\n"
alrajhi_client/core/inventory_ledger_policy.py,25,possible_ui_or_message,,"Return (direction, positive_quantity) for a legacy movement."
alrajhi_client/core/offline_guard.py,3,possible_ui_or_message,,No connection and this operation cannot be queued safely
alrajhi_client/core/offline_guard.py,4,possible_ui_or_message,,Connection refused
alrajhi_client/core/offline_guard.py,5,possible_ui_or_message,,Max retries exceeded
alrajhi_client/core/offline_guard.py,6,possible_ui_or_message,,Failed to establish a new connection
alrajhi_client/core/offline_guard.py,7,possible_ui_or_message,,Network is unreachable
alrajhi_client/core/offline_guard.py,8,possible_ui_or_message,,Name or service not known
alrajhi_client/core/offline_guard.py,9,possible_ui_or_message,,Read timed out
alrajhi_client/core/offline_guard.py,18,arabic_literal,,البيانات
alrajhi_client/core/offline_guard.py,19,arabic_literal,,تعذر تحديث 
alrajhi_client/core/offline_guard.py,19,arabic_literal,, لأن الخادم غير متصل. العمليات المحفوظة Offline ستبقى في قائمة المزامنة.
alrajhi_client/ui/design_system.py,2,possible_ui_or_message,,"Global UI design tokens and small helpers.\n\nThis module is intentionally lightweight.  It gives startup screens, dialogs,\nand future widgets one visual language without coupling them to business logic.\n"
alrajhi_client/ui/design_system.py,30,possible_ui_or_message,,"\n                QFrame#startupCard {\n                    background-color: qlineargradient(x1:0,y1:0,x2:1,y2:1,\n                        stop:0 "
alrajhi_client/ui/design_system.py,33,possible_ui_or_message,,",\n                        stop:1 "
alrajhi_client/ui/design_system.py,34,possible_ui_or_message,,);\n                    border-radius: 
alrajhi_client/ui/design_system.py,35,possible_ui_or_message,,"px;\n                    border: 1px solid rgba(255,255,255,0.22);\n                }\n            "
alrajhi_client/ui/design_system.py,39,possible_ui_or_message,,\n            QFrame#startupCard {\n                background-color: 
alrajhi_client/ui/design_system.py,41,possible_ui_or_message,,;\n                border: 1px solid 
alrajhi_client/ui/design_system.py,42,possible_ui_or_message,,;\n                border-radius: 
alrajhi_client/ui/design_system.py,43,other_literal,,px;\n            }\n        
alrajhi_client/ui/design_system.py,60,possible_ui_or_message,setStyleSheet,px; font-weight: 800; color: 
alrajhi_client/ui/design_system.py,60,other_literal,setStyleSheet,;
alrajhi_client/ui/design_system.py,69,possible_ui_or_message,setStyleSheet,font-size: 13px; color: 
alrajhi_client/ui/design_system.py,69,other_literal,setStyleSheet,;
alrajhi_client/ui/design_system.py,84,possible_ui_or_message,setStyleSheet,\n            QLabel#statusPill {\n                color: 
alrajhi_client/ui/design_system.py,86,possible_ui_or_message,setStyleSheet,;\n                background-color: 
alrajhi_client/ui/design_system.py,87,other_literal,color,"rgba(59,130,246,0.10)"
alrajhi_client/ui/design_system.py,87,possible_ui_or_message,setStyleSheet,;\n                border: 1px solid 
alrajhi_client/ui/design_system.py,88,possible_ui_or_message,setStyleSheet,;\n                border-radius: 13px;\n                padding: 5px 12px;\n                font-weight: bold;\n            }\n        
alrajhi_client/ui/form_validation.py,2,possible_ui_or_message,,"Reusable form validation helpers for professional dialogs.\n\nThe goal is to keep field validation consistent across dialogs without moving\nbusiness rules away from services.  Validators only handle UI-level feedback:\nrequired fields, positive numeric values, and displaying errors next to fields.\n"
alrajhi_client/ui/form_validation.py,71,arabic_literal,_set_invalid, مطلوب
alrajhi_client/ui/form_validation.py,83,arabic_literal,_set_invalid, يجب أن يكون رقمًا صحيحًا
alrajhi_client/ui/form_validation.py,87,arabic_literal,_set_invalid, يجب أن يكون 
alrajhi_client/ui/form_validation.py,87,arabic_literal,_set_invalid,صفرًا أو أكبر
alrajhi_client/ui/form_validation.py,87,arabic_literal,_set_invalid,أكبر من صفر
alrajhi_client/gateways/__init__.py,2,possible_ui_or_message,,Data access gateway layer.\n\nGateways are the only data-access contract exposed to application services.\nUI code must not import DAO/repository/database modules directly.\n
alrajhi_client/gateways/entity_gateway.py,2,possible_ui_or_message,,Customer/supplier gateway contracts and factory.
alrajhi_client/gateways/entity_gateway.py,56,possible_ui_or_message,,Return the active customer/supplier gateways.\n\n    The selection is centralized here so services and UI code do not need to know\n    whether the app is using the remote API or the local offline store.\n    
alrajhi_client/gateways/product_gateway.py,2,possible_ui_or_message,,Item/category gateway contracts and factory.\n\nThe UI and application services should use these contracts instead of importing\nitem/category DAO classes directly.  Local DAO access is confined to the local\nadapter; remote mode is confined to the remote adapter.\n
alrajhi_client/gateways/product_gateway.py,55,possible_ui_or_message,,Return net sold quantities per item in base unit.\n\n        Net sold = sale invoice quantities - non-cancelled sales returns.\n        Implementations must hide local SQL/API details from ProductService.\n        
alrajhi_client/gateways/product_gateway.py,95,possible_ui_or_message,,Return the active item/category gateways.
alrajhi_client/gateways/warehouse_gateway.py,2,possible_ui_or_message,,Warehouse gateway contract and factory.\n\nApplication services use this contract instead of importing warehouse DAO or\nRestClient directly.  Local persistence stays behind the local adapter; remote\nmode stays behind the remote adapter.\n
alrajhi_client/gateways/warehouse_gateway.py,92,possible_ui_or_message,,Return the active warehouse gateway.\n\n    Centralizing selection keeps UI/service code independent from whether the\n    application currently uses the remote API or the local offline store.\n    
alrajhi_client/gateways/branch_gateway.py,2,possible_ui_or_message,,Branch gateway contract and factory.\n\nApplication services use this contract instead of importing branch DAO or\nRestClient directly.  Local persistence stays behind the local adapter; remote\nmode stays behind the remote adapter.\n
alrajhi_client/gateways/branch_gateway.py,45,possible_ui_or_message,,Return the active branch gateway.
alrajhi_client/gateways/cashbox_gateway.py,2,possible_ui_or_message,,Cashbox/bank gateway contract and factory.\n\nThe service layer uses this contract instead of importing cashbox DAO or\nRestClient directly.  Local DAO access is confined to the local adapter; remote\nAPI access is confined to the remote adapter.\n
alrajhi_client/gateways/cashbox_gateway.py,98,possible_ui_or_message,,Return the active cashbox/bank gateway.
alrajhi_client/gateways/invoice_gateway.py,2,possible_ui_or_message,,Invoice gateway contract and factory.\n\nPhase 5 intentionally wraps the existing invoice persistence behavior without\nchanging invoice business rules.  The application service depends on this\ncontract; local DAO and remote REST details are confined to adapters.\n
alrajhi_client/gateways/invoice_gateway.py,56,possible_ui_or_message,,Return the active invoice gateway.\n\n    Selection is centralized here so invoice services and UI code never import\n    invoice DAO/repository/database modules directly.\n    
alrajhi_client/gateways/voucher_gateway.py,2,possible_ui_or_message,,Voucher gateway contract and factory.\n\nPhase 6 wraps voucher persistence behind a single application-facing\ncontract.  The voucher service no longer imports voucher DAO directly; local\nDAO and remote REST details live only in adapters.\n
alrajhi_client/gateways/voucher_gateway.py,42,possible_ui_or_message,,Return the active voucher gateway.\n\n    Selection is centralized here so services and UI code do not depend on\n    voucher DAO/repository/database modules directly.\n    
alrajhi_client/gateways/expense_gateway.py,2,possible_ui_or_message,,Expense gateway contract and factory.\n\nPhase 7 moves legacy expense-shaped voucher access behind a single\napplication-facing contract.  UI and service code should not import the\nexpense DAO directly; local DAO and remote REST details are isolated in\nadapters.\n
alrajhi_client/gateways/expense_gateway.py,35,possible_ui_or_message,,Return the active expense gateway.
alrajhi_client/gateways/reporting_gateway.py,2,possible_ui_or_message,,Reporting gateway contract and factory.
alrajhi_client/gateways/inventory_gateway.py,2,possible_ui_or_message,,Inventory movement gateway contract and factory.\n\nThis boundary keeps legacy inventory_movements access out of application\nservices.  The local adapter may still use InventoryMovementDAO; remote mode\nuses explicit REST endpoints instead of DatabaseConnection.execute().\n
alrajhi_client/gateways/inventory_gateway.py,70,possible_ui_or_message,,Return the active inventory gateway for local or remote mode.
alrajhi_client/gateways/manufacturing_gateway.py,2,possible_ui_or_message,,"Manufacturing gateway contract and factory.\n\nThis boundary removes direct ManufacturingDAO usage from application services.\nLocal mode delegates to the legacy DAO; remote mode delegates to the REST client.\nIt intentionally preserves the existing manufacturing behavior and does not\nchange BOM, production, stock, costing, or reversal rules.\n"
alrajhi_client/gateways/manufacturing_gateway.py,125,possible_ui_or_message,,Return the active manufacturing gateway for local or remote mode.
alrajhi_client/gateways/sales_return_gateway.py,2,possible_ui_or_message,,Sales return gateway contract and factory.\n\nPhase 12 keeps existing sales-return business behavior intact while moving\nremote/local data access behind a single gateway boundary.\n
alrajhi_client/gateways/purchase_return_gateway.py,2,possible_ui_or_message,,Purchase return gateway contract and factory.\n\nPhase 12 keeps existing purchase-return business behavior intact while moving\nremote/local data access behind a single gateway boundary.\n
alrajhi_client/gateways/audit_gateway.py,2,possible_ui_or_message,,Audit gateway contract and factory.\n\nPhase 13 moves direct audit_log database writes out of core/services and behind\nan infrastructure gateway.  The server remains authoritative in remote mode.\n
alrajhi_client/gateways/backup_gateway.py,2,possible_ui_or_message,,Backup gateway contract and factory.\n\nPhase 13 moves local SQLite backup/restore internals out of core/services.\n
alrajhi_client/gateways/user_gateway.py,2,possible_ui_or_message,,User/auth gateway contract and factory.
alrajhi_client/gateways/system_gateway.py,2,possible_ui_or_message,,System/runtime gateway contract.\n\nPhase 15 keeps UI code away from DatabaseConnection and REST request-log\ninternals.  Runtime diagnostics and remote logout belong behind this gateway.\n
alrajhi_client/gateways/offline_queue_gateway.py,2,possible_ui_or_message,,Offline queue gateway contract and factory.
alrajhi_client/gateways/settings_gateway.py,2,possible_ui_or_message,,Settings gateway contract and factory.\n\nPhase 16 moves persistent settings access out of core/services so settings\nfollow the same Service -> Gateway -> Local/Remote adapter boundary as the rest\nof the client.\n
alrajhi_client/gateways/currency_gateway.py,2,possible_ui_or_message,,Currency gateway contract and factory.\n\nPhase 18 moves exchange-rate persistence behind the Gateway boundary so\nCurrencyManager no longer talks to DatabaseConnection/SQL directly.\n
alrajhi_client/gateways/monitoring_gateway.py,2,possible_ui_or_message,,"Production monitoring gateway contract.\n\nPhase 35 adds read-only operational diagnostics for Sync/API/Ledger health.\nThe UI and services must not inspect DatabaseConnection, offline_queue, or SQL\nobjects directly; all runtime checks stay behind this gateway.\n"
alrajhi_client/theme/__init__.py,2,possible_ui_or_message,,Al Rajhi visual identity package.
alrajhi_client/theme/brand.py,2,possible_ui_or_message,,"Central Al Rajhi design tokens.\n\nThis module is the single source of truth for product colors, semantic tones,\nspacing and corner radii.  UI code should read from ThemeManager/DesignSystem,\nnot duplicate literal colors in new widgets.\n"
alrajhi_client/theme/brand.py,11,arabic_literal,,الراجحي للمحاسبة والمستودعات والتصنيع
alrajhi_client/theme/brand.py,12,arabic_literal,,الراجحي للمحاسبة
alrajhi_client/theme/brand.py,13,arabic_literal,,الراجحي للمحاسبة والمستودعات والتصنيع
alrajhi_client/theme/brand.py,14,possible_ui_or_message,,"'Tajawal', 'Segoe UI', sans-serif"
alrajhi_client/theme/brand.py,58,other_literal,,"rgba(15,61,117,0.16)"
alrajhi_client/theme/brand.py,86,other_literal,,"rgba(31,157,85,0.18)"
alrajhi_client/theme/brand.py,87,other_literal,,"rgba(214,158,46,0.18)"
alrajhi_client/theme/brand.py,88,other_literal,,"rgba(214,69,69,0.18)"
alrajhi_client/theme/brand.py,89,other_literal,,"rgba(45,127,249,0.18)"
alrajhi_client/theme/brand.py,90,other_literal,,"rgba(45,127,249,0.15)"
alrajhi_client/theme/brand.py,91,other_literal,,"rgba(0,0,0,0.42)"
alrajhi_client/theme/brand.py,96,possible_ui_or_message,,Return a copy of tokens for the requested theme.
alrajhi_client/theme/qss.py,2,possible_ui_or_message,,QSS/CSS generators for the Al Rajhi design system.
alrajhi_client/theme/qss.py,13,possible_ui_or_message,,"\n        QMainWindow, QDialog, QWidget {\n            background-color: "
alrajhi_client/theme/qss.py,15,possible_ui_or_message,,;\n            color: 
alrajhi_client/theme/qss.py,16,possible_ui_or_message,,;\n            font-family: 
alrajhi_client/theme/qss.py,17,possible_ui_or_message,,";\n            font-size: 10pt;\n        }\n        QFrame#sidebar, QFrame#MainFrame, QFrame#card, QGroupBox {\n            background-color: "
alrajhi_client/theme/qss.py,21,possible_ui_or_message,,;\n            border: 1px solid 
alrajhi_client/theme/qss.py,22,possible_ui_or_message,,;\n            border-radius: 
alrajhi_client/theme/qss.py,23,possible_ui_or_message,,px;\n        }\n        QGroupBox {\n            margin-top: 12px;\n            padding: 12px;\n            font-weight: bold;\n        }\n        QGroupBox::title {\n            subcontrol-origin: margin;\n            right: 12px;\n            padding: 0 6px;\n            color: 
alrajhi_client/theme/qss.py,34,possible_ui_or_message,,";\n        }\n        QLabel#hint, QLabel#muted { color: "
alrajhi_client/theme/qss.py,36,possible_ui_or_message,,; }\n        QLabel#danger { color: 
alrajhi_client/theme/qss.py,37,possible_ui_or_message,,; }\n        QLabel#success { color: 
alrajhi_client/theme/qss.py,38,possible_ui_or_message,,; }\n        QLabel#fieldError {\n            color: 
alrajhi_client/theme/qss.py,40,possible_ui_or_message,,;\n            font-size: 11px;\n            padding: 1px 4px 5px 4px;\n        }\n        QPushButton {\n            background-color: 
alrajhi_client/theme/qss.py,45,possible_ui_or_message,,;\n            color: 
alrajhi_client/theme/qss.py,46,possible_ui_or_message,,;\n            border: 1px solid 
